user_id,movie_id,rating
7,70435,1.5
2,77953,4.0
6,8488,5.0
1,693,2.5
368,11011,4.5
1,205584,1.5
99,37724,3.5
2,9350,3.5
1,267935,5.0
7,121,3.5
1,270946,3.5
13,156022,3.0
348,65,4.0
2,198663,2.5
1,118340,4.5
1,225886,3.5
1,38757,3.0
1,157847,3.0
1,8489,3.5
2,25196,4.0
2,1726,3.5
1,136797,3.5
95,99861,3.0
1,10136,3.5
4,37710,3.5
3,920,4.5
17,11258,4.5
5,807,5.0
1,744,3.0
1,9882,3.5
3,103,4.0
2,203801,3.0
1,68734,4.5
1,23168,4.5
2,1372,2.5
2,10330,3.5
1,8193,5.0
382,1636,3.5
1,9869,5.0
1,10521,3.0
2,157336,3.0
14,43074,3.5
771,24428,2.5
1,853,4.0
1,11228,3.5
1,49049,3.5
6,11324,4.5
240,224141,3.5
1,109421,3.5
2,4032,5.0
1,92591,5.0
2,60304,3.0
4,7446,3.5
7,673,5.0
1,37799,3.5
2,680,4.0
3,44603,4.0
22,2023,4.0
1,756,4.0
1,293660,4.0
1,86829,1.5
7,622,4.5
1,76341,4.0
2,24226,3.0
8,181330,3.0
6,82695,4.0
84,257088,3.5
1,558,3.5
1,8337,3.5
5,11622,4.0
2,64689,4.0
10,243,3.5
1,156022,5.0
1,68718,4.0
1,1576,3.0
3,36955,4.0
1,2755,3.5
1,24428,4.0
4,928,4.5
3,157336,4.0
1,9208,4.0
4,10806,4.0
2,525,5.0
1,157386,2.5
2,188927,3.5
48,22897,3.0
1,109445,5.0
1,670,5.0
6,6615,3.5
2,675,3.0
1,44835,4.5
3,186,3.0
1,10030,3.5
3,770,3.5
474,640,3.5
1,2454,3.0
1,75,4.0
1,45269,4.0
60,9451,3.0
3,44115,3.5
5,25975,2.0
4,316727,3.0
2,193893,4.0
1,27578,3.0
131,9978,3.5
2,13027,4.0
9,45612,2.0
3,6795,4.0
117,37165,4.0
1,6477,4.0
1,53182,3.0
4,82507,4.0
7,9021,3.5
2,29193,3.5
36,39513,3.5
2,820,2.5
520,228150,4.0
2,8587,4.0
28,89,3.0
3,12155,3.5
59,671,2.5
3,72190,4.0
24,239563,4.5
6,769,4.5
2,253412,4.0
1,1576,2.5
12,9471,3.5
1,37834,5.0
18,293660,3.5
5,137093,2.0
31,14324,4.0
4,70006,5.0
1,198184,3.0
2,879,4.5
1,8836,3.5
1,49047,5.0
1,75612,5.0
2,274854,4.0
1,41630,4.5
1,11968,4.0
1,197,4.0
1,59860,3.5
1,8065,3.5
4,8961,3.5
1,155,2.5
2,38363,4.0
2,122,3.5
3,5172,4.0
1,2698,3.5
2,76341,4.5
1,57214,4.5
5,49022,4.5
2,1273,3.5
4,20455,4.0
1,8966,3.0
1,142,4.0
1,53182,4.0
6,44264,4.5
118,348,2.5
1,72105,3.5
2,3049,4.0
1,597,4.5
1,568,4.5
68,20829,3.0
11,1887,3.0
27,7737,3.0
222,533,3.5
6,453,2.0
425,3049,4.0
1,10339,3.0
8,8643,3.5
1,49524,4.0
1,10198,3.0
2,1562,2.5
1,44912,2.5
1,9702,4.0
1,634,3.5
1,8999,3.0
6,772,2.5
12,293863,3.0
1,15373,2.5
12,76341,4.0
4,3175,1.0
1,190847,2.5
1,98,2.5
1,267935,3.0
103,8643,4.0
48,77949,4.5
18,98,2.5
10,1710,3.5
9,280,3.5
3,2649,4.0
3,293863,3.5
18,20737,4.0
3,243938,4.0
4,131634,5.0
6,6977,2.5
1,9355,5.0
371,20770,3.5
1,82505,4.5
67,299687,3.5
24,9726,4.0
1,10758,3.5
1,57825,3.5
1,109451,3.5
193,246655,3.5
1,526,3.5
1,585,3.0
1,169917,2.5
2,7863,3.0
8,137,4.0
14,117263,3.0
31,9388,3.5
74,1911,4.5
21,9587,2.0
3,12246,4.0
3,140823,5.0
1,4970,3.5
1,70670,3.5
1,4836,5.0
12,813,4.0
1,59859,3.5
4,36955,3.0
3,1724,4.0
6,26466,3.5
6,658,3.0
1,350,3.5
1,105864,4.0
1,608,4.5
1,813,3.0
2,606,3.0
131,8457,2.0
1,1726,5.0
1,10681,4.5
1,18533,2.5
1,9700,4.0
7,350,2.5
1,319,2.0
1,77,3.0
1,550,4.0
1,1619,2.5
1,1636,5.0
1,2253,3.5
1,256961,1.5
3,147441,4.0
49,39513,4.0
1,84892,3.0
10,10339,3.0
38,5123,3.5
1,13811,3.5
1,24748,2.5
8,62177,2.5
604,9563,4.5
7,25195,4.5
1,8271,4.0
14,101173,3.0
159,9659,3.5
156,37931,3.0
12,49017,3.5
1,59440,4.5
15,10192,4.5
1,9493,2.0
17,364,4.5
1,1579,4.0
1,15301,4.0
1,50321,3.5
1,10153,4.0
1,109418,2.0
9,1642,3.5
437,2207,3.0
3,44264,3.5
3,296096,4.0
2,1771,4.0
2,1639,4.5
5,281957,5.0
1,61791,2.0
13,2056,4.0
4,97630,3.0
54,288,2.0
1,138832,2.5
1,200,4.0
1,1927,3.5
3,96721,4.5
1,8078,3.5
2,10674,3.5
1,209112,3.5
38,23629,3.0
263,9471,2.5
4,12657,4.0
1,205596,4.5
1,136400,3.5
3,40794,4.5
4,100402,5.0
1,107,2.5
1,8355,3.0
2,9969,4.0
5,62211,4.5
3,267935,3.5
2,26388,2.5
15,5038,2.5
5,50647,3.0
4,121,3.5
1,627,4.0
1,93456,2.5
1,10200,4.0
49,16406,3.5
3,10330,3.0
8,2755,2.5
1,9741,4.5
1,18785,4.5
1,100241,3.5
11,11137,5.0
1,8649,3.5
10,37724,2.0
24,5236,4.5
5,11353,2.0
4,99861,2.0
3,10734,4.0
13,10708,3.0
6,2024,3.5
20,34813,1.5
59,254470,3.5
158,802,5.0
132,657,4.5
7,19,4.0
1,9804,4.0
2,57158,4.5
1,408,3.0
72,10386,4.0
5,284536,5.0
4,38317,4.0
68,787,4.0
1,9448,4.5
2,19585,4.5
4,7515,3.0
1,765,2.0
2,12634,3.0
1,10229,4.0
3,2661,4.0
3,10183,4.5
4,1635,3.0
1,49047,4.5
1,8920,3.5
23,251,3.0
1,318846,4.0
12,429,3.0
3,2687,3.5
785,82650,4.0
13,28211,3.0
1,11812,3.0
1,10707,3.5
1,76341,3.5
1,10357,5.0
1,168259,3.5
1,674,5.0
1,26963,4.0
1,8810,3.5
1,72431,4.5
3,19912,4.5
1,84184,5.0
3,86331,5.0
25,238615,2.5
21,60308,2.5
3,11615,4.5
4,424,3.0
2,9331,5.0
3,19,3.0
21,11322,4.5
2,153,2.5
1,943,3.5
1,7459,4.0
44,2290,3.0
379,131631,4.0
2,26171,5.0
9,123553,4.0
5,264660,5.0
4,19724,4.0
6,11336,4.0
1,91314,4.0
2,10530,4.0
1,11284,4.0
9,118340,4.0
10,7453,4.5
1,9336,3.5
1,9289,2.0
1,177572,3.0
32,118,3.5
2,11817,4.0
5,133805,4.0
4,72571,4.0
1,2105,4.0
22,286217,4.5
3,7978,4.5
1,9495,4.0
2,27578,4.0
10,39538,3.0
1,75780,5.0
1,676,3.5
2,9334,3.5
2,8487,4.0
1,11543,4.0
1,14275,3.5
2,2502,4.0
7,11,4.5
2,181533,5.0
462,34563,3.5
10,4970,3.5
11,24021,4.5
7,52010,2.5
3,12403,4.0
9,211672,2.5
2,9366,4.0
2,1924,3.0
1,12400,4.0
1,200505,4.0
6,2567,4.0
2,510,3.5
1,1892,4.5
13,246655,2.5
1,350,3.5
46,8645,4.5
1,4327,2.5
1,9621,3.0
6,232679,3.0
25,4912,3.0
43,273248,3.0
2,177572,3.5
391,27576,4.5
2,250546,4.5
1,1948,4.0
2,133805,4.5
2,646,3.0
3,168530,3.0
3,75612,3.0
352,38033,4.0
4,13888,3.0
2,7873,3.5
3,44912,3.5
44,1245,3.0
475,9626,3.5
5,58224,3.5
7,41210,4.5
2,38357,4.0
66,176,4.0
2,76341,2.5
1,136795,4.0
6,4513,3.5
1,1734,4.0
1,141,3.0
2,22947,3.0
1,103,3.5
139,8469,4.0
3,13960,3.5
29,11836,4.5
1,5550,3.5
1,26022,1.0
1,270303,2.5
1,62177,3.5
1,313922,3.5
1,675,3.5
4,38579,2.5
4,2787,3.5
1,10073,3.5
140,75612,3.5
1,837,2.0
21,10982,3.0
11,4512,5.0
1,189,3.0
14,132363,5.0
1,50546,3.0
2,10061,2.0
38,10545,4.0
18,157336,4.5
22,670,2.5
1,9433,3.0
1,16871,4.5
2,26963,3.0
340,377,5.0
1,62177,3.0
3,550,4.0
50,782,3.5
7,1930,2.5
103,9268,3.5
7,153518,2.5
2,10191,1.0
312,137113,3.5
4,38745,4.0
484,8456,3.5
3,10673,1.0
98,10610,2.5
3,8966,4.5
97,68721,3.5
4,3594,5.0
2,270487,4.0
1,334,4.0
1,42151,3.5
36,88751,4.0
58,1726,3.0
5,122917,4.0
172,860,4.5
1,198184,3.5
1,863,4.0
1,8273,3.5
1,45243,2.5
15,4547,4.0
22,268238,4.0
238,172533,3.5
67,670,3.0
6,37834,3.0
212,84332,4.0
1,9823,3.0
1,87101,3.5
1,2604,4.0
7,10196,3.5
2,288,3.5
1,809,4.5
13,318846,3.0
1,4964,3.0
8,7980,4.5
5,6977,3.5
593,9804,3.0
1,605,1.5
3,10336,4.0
3,9029,4.0
35,9792,3.5
2,101299,3.5
1,10198,3.0
36,1271,3.5
1,72710,2.5
23,10673,5.0
1,8982,4.0
2,585,3.0
14,76341,3.5
2,265208,3.0
5,266396,4.5
1,9570,3.5
1,2976,3.5
1,273899,3.0
3,11934,3.0
1,2084,3.5
5,17578,3.0
1,1726,3.0
1,9923,3.0
2,252512,3.0
2,18162,4.0
1,22,2.5
15,49524,3.5
1,603,4.0
2,11247,4.5
2,302699,3.5
313,49026,3.5
2,8271,3.5
10,157350,4.5
1,61984,3.5
98,2105,4.5
4,24428,4.0
1,118,4.0
1,325133,3.0
2,9291,3.0
6,1904,4.0
1,2976,3.0
1,9387,4.0
1,135397,5.0
1,10681,5.0
2,44912,3.0
3,1813,3.5
8,252,2.5
9,187,3.5
750,11969,3.0
270,146233,2.5
27,119450,4.5
4,16643,3.0
2,72359,4.0
2,136797,4.0
1,509,3.5
1,10437,3.5
1,709,3.0
29,1726,2.5
273,423,3.0
5,254470,3.0
707,120,3.5
6,464,3.5
1,8358,3.0
5,75,3.5
74,9374,3.0
27,157336,3.0
1,21724,2.5
24,11665,3.0
1,271110,4.0
1,947,4.0
6,9800,3.0
1,2142,3.5
1,44214,3.5
1,14836,4.0
45,332567,2.5
1,2018,4.5
1,313922,2.5
679,58,3.0
292,36557,4.0
1,9451,2.5
13,131634,2.5
2,862,3.5
1,11199,3.5
25,80274,4.0
26,590,3.5
5,73,3.0
2,4327,4.0
1,1571,3.5
1,24940,3.0
46,668,4.5
325,8273,3.5
369,18239,3.0
1,2501,3.0
17,8966,4.5
5,16633,2.5
4,86834,3.5
1,103731,4.0
490,3595,4.5
4,44896,3.0
2,11086,3.5
9,109418,5.0
1,865,3.5
1,76338,3.5
100,8011,3.5
1,49040,3.5
18,138832,4.5
1,907,3.0
1,8078,4.0
2,168259,4.0
1,1930,4.5
1,10673,3.0
3,78,3.5
4,297761,4.0
16,1535,3.0
23,11324,4.0
1,2105,4.0
119,150689,4.0
27,64685,4.5
1,83686,4.0
1,2062,3.5
61,1726,4.0
1,51540,3.5
8,246655,4.0
163,49730,3.0
1,87101,2.5
6,11499,2.5
2,118340,3.5
2,44115,3.5
1,328387,3.5
1,8413,3.5
1,10386,5.0
1,284293,4.5
1,214,3.0
2,223702,4.0
3,55779,4.0
23,8204,2.5
39,10028,1.5
1,53182,3.5
1,16608,3.5
1,227156,4.0
3,82684,2.5
2,12227,4.0
95,16995,4.5
2,10731,3.0
1,7516,3.5
5,8358,4.0
3,6114,3.5
1,44214,2.5
21,8363,3.5
8,184315,3.0
63,5955,4.0
1,454,3.5
309,786,4.5
6,329440,4.0
2,10545,4.0
2,9414,3.0
17,11635,3.0
1,46261,4.0
1,211672,3.5
1,296,5.0
259,188927,4.0
1,10710,3.5
39,228970,4.0
1,9794,3.0
4,165,4.0
1,11683,4.5
1,167073,5.0
12,36643,4.5
1,150540,3.5
5,157350,2.5
11,3594,3.5
362,16523,3.0
2,348,4.5
6,41479,4.0
1,376659,3.5
4,211672,4.5
2,49730,3.0
83,245,3.0
84,8427,1.5
1,211672,4.0
2,20526,4.0
799,1123,3.0
1,52520,4.0
2,155,4.5
611,8390,3.0
12,9502,4.0
1,109445,3.5
1,206647,4.0
1,109424,4.0
2,318846,4.5
579,9952,4.5
47,8688,4.0
1,10140,3.0
1,82675,3.0
8,138697,4.0
3,13551,3.5
1,74725,4.0
1,87101,3.0
25,1381,5.0
3,77174,3.5
7,79316,3.5
1,107,4.0
1,56292,3.5
90,271110,3.0
37,159824,3.5
3,807,3.5
4,9726,3.5
27,326,3.0
1,122,2.5
2,9610,4.0
3,77949,3.5
49,1887,4.5
3,9954,5.0
1,650,3.5
1,194,3.0
5,2118,3.5
6,28355,4.0
1,46138,4.5
8,866,4.0
6,106,5.0
2,755,4.5
6,8053,4.0
1,82675,4.0
1,9550,3.5
1,6038,2.0
6,10313,2.5
45,128,3.0
92,9800,2.5
36,497,3.5
1,150689,4.5
102,137106,3.0
1,10223,4.0
26,376659,3.5
1,9825,1.5
24,147773,3.5
1,168,4.5
4,489,4.0
2,1417,4.0
23,7326,2.5
41,77948,4.0
31,7450,4.0
1,411,3.0
1,1685,3.5
2,34769,4.0
7,7443,3.0
82,76341,3.5
1,44833,3.5
4,12690,3.5
1,10065,4.0
1,254904,4.0
9,57158,3.5
1,55420,3.0
1,10214,4.5
26,50725,5.0
177,10537,3.5
2,1620,3.0
1,10402,4.0
1,228161,3.0
2,8681,3.5
1,8587,4.0
1,20352,4.5
1,657,4.5
2,1621,3.5
1,19913,3.0
1,65759,3.5
14,33,4.0
96,97020,2.0
2,1852,2.0
1,75674,4.0
1,205,4.5
3,500,4.0
4,42888,3.0
4,8967,3.0
1,129670,2.5
1,38757,3.0
1,1542,2.0
1,228967,5.0
1,149,3.0
1,2610,5.0
2,1621,4.5
37,7364,3.0
2,13090,3.0
2,745,3.5
14,240,3.0
5,193610,3.5
219,598,4.0
1,18925,4.5
1,86331,3.5
2,1593,3.0
1,11551,2.5
61,68734,2.5
1,935,3.5
3,258489,3.0
2,98357,2.0
2,497,4.0
1,22947,3.0
22,7341,4.0
3,293863,4.0
1,189,3.0
1,10567,3.0
4,293660,5.0
5,109418,3.5
5,28355,4.0
1,392,3.0
1,19997,4.0
1,77930,4.5
13,39254,4.5
1,17979,4.0
1,12506,2.5
1,50647,3.5
1,11011,4.0
4,18254,2.5
10,254904,4.0
32,50647,3.0
19,1895,4.5
4,27578,3.5
1,11025,3.0
1,138832,3.0
1,75656,3.5
750,8676,3.5
2,9902,3.0
2,8065,3.5
37,201,2.5
2,83542,3.5
2,75,4.0
1,10201,3.0
1,277216,4.5
1,76341,3.0
1,98,4.0
503,242512,3.5
4,9398,4.5
4,14745,3.5
4,49953,3.5
3,60304,4.0
2,77877,4.0
1,11086,4.0
2,177572,4.0
